POZO,XCOORD,YCOORD,Prof,Fecha,runlife,ciclo,Dpiston,Lon_Superficie,SPM,RGP,AYS,Elasticity,SP,Fillage,BBPD,BNPD
BN-0017,63,194,7166,4/13/19,379,0,1.5,45,5,588.7342747,41.11891089,0.828798957,37.29595308,0.635226047,48.92296645,28.80637547
BN-0092,180,211,7200,4/13/19,204,4,2,100,4,1069.047604,7.757211814,0.707533732,70.75337319,0.216101617,131.997493,121.7581679
BN-0055,122,62,7163,4/13/19,278,6,1.125,100,5,460.1980365,57.62644487,0.830470938,83.04709384,0.698162228,61.27707676,25.9652759
BN-0022,102,139,7325,4/13/19,111,5,1.125,120,3,597.3769997,41.06022208,0.879502412,105.5402895,0.648007597,46.72433521,27.53921941
BN-0048,170,298,7156,4/13/19,201,1,1.125,74,4,555.9544252,10.15326508,0.792230198,58.62503464,0.303695462,34.60562514,31.09202429
BN-0043,101,85,7151,4/13/19,219,5,1.125,74,3,455.2519328,55.59390184,0.879840959,65.10823094,0.617645452,28.82443115,12.79980519
BN-0082,218,199,7190,4/13/19,151,5,1.125,74,4,1103.361369,13.27375667,0.722422481,53.45926358,0.246362928,31.55633505,27.36762392
BN-0033,297,198,7141,4/13/19,321,0,2.5,54,7,1305.087585,19.66183878,0.73652374,39.77228195,0.312545195,202.8883533,162.9967724
BN-0073,220,212,7181,4/13/19,396,7,2,100,3,818.6613905,6.379370996,0.749330188,74.93301879,0.172439669,104.8462799,98.15774673
BN-0019,127,266,7122,4/13/19,206,0,1.125,45,4,655.5409169,40.01690764,0.8684558,39.080511,0.655394556,23.06873714,13.8373419
BN-0001,102,108,7012,4/14/19,291,6,2.5,100,7,520.7218584,57.55826186,0.81432571,81.432571,0.625686498,415.4079028,176.3063343
BN-0091,142,233,7199,4/14/19,454,4,1.125,100,7,549.2668403,42.03526968,0.806503389,80.65033891,0.668650188,83.31205212,48.29160634
BN-0090,125,293,7198,4/14/19,370,6,1.125,120,4,330.2872153,45.84023137,0.885414258,106.249711,0.932571371,62.71787628,33.96785668
BN-0063,203,293,7171,4/14/19,352,4,2,54,4,1390.505952,8.099923206,0.688682973,37.18888057,0.215408213,69.37957559,63.75988325
BN-0068,110,259,7176,4/14/19,325,5,1.125,120,7,434.9110968,43.54211744,0.794028712,95.28344544,0.672815988,98.4280969,55.57041935
BN-0094,202,181,7202,4/14/19,312,3,2.5,120,3,1130.981665,24.41922759,0.777402664,93.28831965,0.414239513,203.9515888,154.1481862
BN-0013,261,258,7303,4/14/19,304,0,1.125,54,5,1034.101632,21.19315465,0.79228927,42.78362057,0.383979708,31.56829554,24.87797785
BN-0038,246,147,7146,4/14/19,117,2,2,100,7,1136.687904,25.68932394,0.774712377,77.47123766,0.320203224,252.9280967,187.9525786
BN-0027,205,293,7221,4/14/19,263,0,1.5,100,5,1408.404504,24.17420851,0.790308942,79.03089416,0.33626144,103.6687754,78.60766948
BN-0095,122,290,7203,4/14/19,380,5,2.5,45,5,1195.295854,43.39499411,0.793828822,35.72229699,0.508512659,130.1631197,73.67884157
BN-0034,179,120,7142,4/14/19,146,3,2,54,4,766.7382471,14.45680071,0.764244823,41.26922044,0.556372998,76.99185766,65.86129824
BN-0087,171,92,7195,4/14/19,294,3,1.125,74,7,815.4080666,12.76112433,0.676345725,50.04958367,0.169576176,51.70137633,45.10369942
BN-0042,246,292,7150,4/14/19,444,3,2,74,3,923.7463532,17.82326591,0.798437519,59.08437639,0.428371514,82.67085945,67.93621234
BN-0008,275,214,7040,4/15/19,432,5,2,120,5,1456.783345,10.73037346,0.703847501,84.46170011,0.227286924,196.9646846,175.8296384
BN-0011,52,116,7041,4/15/19,459,3,2.5,100,7,507.559736,55.48232775,0.839444775,83.94447747,0.604160707,428.2217657,190.6343622
BN-0012,60,114,7024,4/15/19,239,0,1.5,100,5,267.2436034,53.96904122,0.888189379,88.81893794,0.912477008,116.5082418,53.62986076
BN-0024,292,51,7221,4/15/19,351,7,2,45,7,1159.845119,26.19116915,0.733940307,33.0273138,0.321127753,107.8275741,79.58627178
BN-0028,141,194,7270,4/15/19,137,2,2,120,5,726.7381038,40.50088332,0.807139123,96.85669471,0.604993984,225.8698121,134.390543
BN-0030,156,91,7138,4/15/19,436,2,2,120,5,842.1274484,23.62724827,0.769315243,92.31782922,0.318030382,215.2851777,164.4192143
BN-0061,270,224,7169,4/15/19,113,5,2.5,74,5,1312.783344,14.83872251,0.733968431,54.3136639,0.159652492,197.9054128,168.5387778
BN-0069,58,136,7177,4/15/19,282,0,2.5,45,5,515.1637197,54.62183784,0.794074112,35.73333504,0.643174988,130.2033396,59.08388258
BN-0022,102,139,7325,4/16/19,114,5,1.125,120,3,682.3474495,44.57907506,0.826999774,99.2399729,0.619633083,43.93508663,24.34923138
BN-0014,224,279,7212,4/16/19,468,3,1.5,74,7,1123.356064,18.78295365,0.780366936,57.74715323,0.252846887,106.0497595,86.13048233
BN-0049,234,114,7157,4/16/19,408,1,1.125,120,3,1056.573197,27.75958348,0.799033567,95.88402799,0.40214018,42.44935738,30.66559258
BN-0088,103,220,7196,4/16/19,387,4,1.5,100,3,538.548408,45.52505383,0.795184406,79.51844065,0.682757684,62.58498871,34.09313891
BN-0089,109,103,7197,4/16/19,310,3,2.5,100,5,558.7152693,52.37181303,0.811591256,81.15912565,0.623073593,295.7235641,140.847772
BN-0013,261,258,7303,4/16/19,306,0,1.125,54,5,1284.608839,18.02936973,0.74049963,39.98698001,0.368399641,29.50476808,24.18524435
BN-0019,127,266,7122,4/16/19,209,0,1.125,45,4,376.2916176,43.64425869,0.889815571,40.04170069,0.90791433,23.6361154,13.32030805
BN-0032,201,66,7140,4/16/19,302,6,1.5,74,5,1136.667353,14.26265269,0.710763924,52.59653038,0.210548586,68.99349873,59.15319563
BN-0011,52,116,7041,4/16/19,460,3,2.5,100,7,376.6066105,51.87890069,0.92411941,92.41194104,0.931253591,471.4164142,226.8507608
BN-0064,160,187,7172,4/16/19,285,0,2.5,54,7,1345.871189,8.381707342,0.739769193,39.94753644,0.217794807,203.7823703,186.7019284
BN-0003,85,180,7356,4/16/19,319,3,1.5,74,4,604.4939519,40.38410041,0.844627854,62.50246116,0.664021354,65.59008274,39.10211787
BN-0083,201,233,7191,4/16/19,171,4,2.5,74,4,778.6421551,15.23287474,0.808778528,59.84961109,0.448400768,174.4616163,147.8860968
BN-0060,128,58,7168,4/16/19,410,4,1.5,54,3,388.0634317,58.08949112,0.944221175,50.98794345,0.958625837,40.13006089,16.81871273
BN-0036,233,60,7144,4/17/19,333,6,1.5,100,5,873.7267965,29.43049074,0.722751911,72.27519112,0.299551335,94.80698195,66.90482191
BN-0038,246,147,7146,4/17/19,120,2,2,100,7,996.9311936,24.30797461,0.737456309,73.74563093,0.357749373,240.7647359,182.239705
BN-0044,92,206,7152,4/17/19,382,3,2,100,3,308.0926323,46.83603782,0.920134597,92.01345969,0.908772522,128.7452328,68.44606687
BN-0016,288,239,7106,4/17/19,282,0,2.5,45,3,569.0048734,13.70232998,0.795052756,35.77737404,0.59579255,78.21828399,67.50055661
BN-0048,170,298,7156,4/17/19,205,1,1.125,74,4,1243.720282,15.30302847,0.736586421,54.50739519,0.4379611,32.17503404,27.25127942
BN-0061,270,224,7169,4/17/19,115,5,2.5,74,5,1468.411319,7.338211507,0.683988398,50.61514148,0.15310094,184.4289218,170.8951374
BN-0043,101,85,7151,4/17/19,223,5,1.125,74,3,532.5797264,58.92381166,0.848494712,62.78860867,0.686135782,27.79749813,11.41815269
BN-0024,292,51,7221,4/17/19,353,7,2,45,7,1402.995879,19.73760248,0.765687696,34.45594633,0.350992092,112.4917736,90.2885945
BN-0047,137,52,7155,4/17/19,366,3,1.125,54,3,401.5208715,53.92528615,0.805757054,43.51088092,0.697266559,19.26294684,8.875347636
BN-0037,285,190,7145,4/17/19,297,4,1.125,45,3,663.5031576,10.00982681,0.779767573,35.08954079,0.373453651,15.53468798,13.97969262
BN-0028,141,194,7270,4/17/19,139,2,2,120,5,795.1411918,42.18176419,0.793341495,95.20097943,0.639592464,222.008684,128.3615044
BN-0075,220,89,7183,4/17/19,426,3,2,54,5,673.4616934,22.33741291,0.828692537,44.74939702,0.713207476,104.3555939,81.045254
BN-0082,218,199,7190,4/17/19,155,5,1.125,74,4,759.230076,16.76002778,0.809690302,59.91708237,0.502906826,35.36830476,29.44056706
BN-0095,122,290,7203,4/18/19,384,5,2.5,45,5,847.0330109,44.37019446,0.821344261,36.96049176,0.542096069,134.6747919,74.91932485
BN-0030,156,91,7138,4/18/19,439,2,2,120,5,943.4884305,11.28256478,0.710956713,85.31480562,0.247231866,198.9541267,176.5069985
BN-0074,71,245,7182,4/18/19,196,1,1.125,45,7,359.6808686,46.30991281,0.859361363,38.67126133,0.935691831,39.9475338,21.44786573
BN-0080,139,96,7188,4/18/19,318,3,1.5,120,5,508.5899566,55.94146683,0.797050519,95.64606231,0.602521351,125.4637222,55.27747566
BN-0021,268,253,7225,4/18/19,162,6,1.5,74,7,917.2000814,17.88140972,0.770363956,57.00693274,0.381277605,104.6903816,85.97026553
BN-0097,87,113,7205,4/18/19,469,6,1.125,120,7,537.2999782,41.75114698,0.828384783,99.40617397,0.640467879,102.6868884,59.81393469
BN-0046,218,107,7154,4/18/19,139,2,2,54,5,1130.770045,13.1976378,0.701094068,37.85907967,0.210807139,88.28737378,76.63552597
BN-0007,111,155,7144,4/18/19,459,7,2.5,100,3,302.7218818,57.08409295,0.894236185,89.42361847,0.946440885,195.5023859,83.90162221
BN-0053,60,198,7161,4/18/19,369,2,1.125,120,3,361.2269839,42.7115678,0.938124483,112.5749379,0.947012808,49.83868401,28.5518007
BN-0029,283,169,7137,4/18/19,148,0,1.5,120,3,646.0470378,27.27613894,0.811732014,97.4078417,0.550899357,76.66484181,55.75363304
BN-0076,251,239,7184,4/18/19,382,1,1.5,120,7,821.3651704,15.4585534,0.772802131,92.73625576,0.298092632,170.3054969,143.9787307
BN-0093,202,145,7201,4/18/19,388,3,1.125,45,5,1365.776838,25.88445834,0.736143125,33.12644064,0.279511685,24.44265479,18.11580599
BN-0096,72,233,7204,4/18/19,453,0,2,54,4,975.6248988,44.22132195,0.839137636,45.31343237,0.299850608,84.53673942,47.15347572
BN-0045,258,199,7153,4/19/19,294,1,2,54,7,528.3172686,12.54810949,0.748972132,40.44449511,0.335670613,132.0431876,115.4742638
BN-0079,173,217,7187,4/19/19,423,1,2.5,45,4,809.4642636,9.646547477,0.726065645,32.67295404,0.201959423,95.24166102,86.05412897
BN-0085,263,122,7193,4/19/19,371,4,2,100,4,1141.000259,10.41307486,0.710643754,71.06437543,0.202465416,132.5776988,118.7722838
BN-0034,179,120,7142,4/19/19,151,3,2,54,4,619.9114898,20.10057479,0.818269613,44.18655909,0.540114009,82.43444463,65.86464743
BN-0025,98,121,7267,4/19/19,181,2,1.125,45,7,554.6233709,41.68147069,0.833089644,37.48903398,0.652092506,38.72628926,22.58460235
BN-0094,202,181,7202,4/19/19,317,3,2.5,120,3,845.2091075,12.99700468,0.70289042,84.34685038,0.155252409,184.4033016,160.4363959
BN-0018,118,140,7003,4/19/19,452,5,1.5,100,7,283.113029,51.09252183,0.92287856,92.28785596,0.927562795,169.4820331,82.88938834
BN-0026,257,181,7161,4/19/19,282,2,1.125,120,4,582.9900348,12.67932576,0.742161187,89.05934246,0.301283156,52.57061661,45.90501688
BN-0072,109,172,7180,4/19/19,250,5,2.5,45,3,504.2253674,56.37979866,0.810085691,36.45385611,0.663902904,79.69724291,34.76409782
BN-0010,144,208,7285,4/19/19,109,0,2,45,7,1117.22813,40.17016988,0.798132676,35.91597043,0.355806661,117.2584603,70.1555376
BN-0098,152,97,7206,4/19/19,412,2,2.5,100,7,1141.615032,17.21594384,0.764920479,76.49204786,0.25529113,390.2050591,323.0275753
BN-0081,265,92,7189,4/19/19,239,4,2.5,74,5,971.2559893,12.63062412,0.715759761,52.96622232,0.2139632,192.9956726,168.6191146
BN-0062,107,196,7170,4/19/19,186,7,2,120,7,446.3344138,42.68992812,0.840942349,100.9130819,0.616933914,329.4610298,188.814353
BN-0002,225,245,7072,4/20/19,234,2,1.5,100,4,1170.600101,17.73015856,0.75701681,75.70168103,0.350579628,79.44134407,65.3562678
BN-0099,192,150,7207,4/20/19,427,6,1.125,100,7,1499.188122,20.83249942,0.745278333,74.52783332,0.31863005,76.98748472,60.94906741
BN-0005,258,57,7415,4/20/19,339,3,1.125,54,3,858.0325764,25.35527975,0.759703286,41.02397743,0.448583296,18.16195581,13.55694111
BN-0058,143,188,7166,4/20/19,109,1,2,100,4,312.6031709,41.4020601,0.939220786,93.92207858,0.936193829,175.2210298,102.6759137
BN-0086,103,112,7194,4/20/19,219,0,1.5,100,3,414.2598137,58.01005635,0.800494571,80.04945707,0.660797333,63.00292519,26.45489279
BN-0027,205,293,7221,4/20/19,269,0,1.5,100,5,1433.415536,11.38557339,0.690282235,69.02822345,0.199822644,90.54777211,80.23838906
BN-0023,154,227,7148,4/20/19,248,2,2.5,100,7,673.1869235,6.289547912,0.747974135,74.79741346,0.348456215,381.5603054,357.5618872
BN-0069,58,136,7177,4/20/19,287,0,2.5,45,5,459.375403,56.48585665,0.822858109,37.0286149,0.648813599,134.9230155,58.71059438
BN-0004,60,285,7079,4/20/19,168,4,1.125,54,3,349.1805771,48.42671395,0.865137523,46.71742625,0.911042844,20.68253456,10.66666271
BN-0087,171,92,7195,4/20/19,300,3,1.125,74,7,1041.15011,24.64172243,0.773087154,57.20844939,0.256747967,59.09650699,44.53410977
BN-0063,203,293,7171,4/20/19,358,4,2,54,4,1083.51126,10.63938034,0.717394974,38.73932861,0.219433973,72.27209145,64.58278876
BN-0055,122,62,7163,4/20/19,285,6,1.125,100,5,411.7997786,57.21406803,0.796042654,79.6042654,0.612634772,58.73675352,25.1310674
BN-0091,142,233,7199,4/20/19,460,4,1.125,100,7,522.6860158,49.1988108,0.80968449,80.968449,0.681500496,83.64066084,42.49045036
BN-0066,137,176,7174,4/21/19,142,7,1.5,45,7,597.0158215,52.86235711,0.80404432,36.18199441,0.642107228,66.44642364,31.32127789
BN-0054,240,253,7162,4/21/19,471,0,1.125,54,3,1489.004138,13.79877397,0.725218351,39.16179096,0.222089447,17.33753676,14.94516925
BN-0092,180,211,7200,4/21/19,212,4,2,100,4,773.0409138,17.78381515,0.795338436,79.53384356,0.654970888,148.3783385,121.9910091
BN-0017,63,194,7166,4/21/19,387,0,1.5,45,5,494.7603356,42.94909003,0.802822617,36.12701775,0.68557409,47.38961554,27.0362069
BN-0012,60,114,7024,4/21/19,245,0,1.5,100,5,574.3368682,57.26969423,0.809388053,80.93880526,0.675025364,106.1714778,45.3673971
BN-0068,110,259,7176,4/21/19,332,5,1.125,120,7,390.9994005,42.92635974,0.879929849,105.5915819,0.913224933,109.0764341,62.25389161
BN-0042,246,292,7150,4/21/19,451,3,2,74,3,1252.217274,5.246789391,0.700346412,51.82563448,0.173713101,72.51442777,68.70974847
BN-0077,300,171,7185,4/21/19,442,3,1.5,120,4,1047.292026,27.64472524,0.753823959,90.45887513,0.396029799,94.92754356,68.68508497
BN-0006,65,233,7281,4/21/19,432,2,2,74,3,783.2545356,40.15165145,0.879749252,65.10144467,0.655980691,91.08994138,54.51582561
BN-0001,102,108,7012,4/21/19,298,6,2.5,100,7,514.474626,57.03077314,0.831704111,83.17041107,0.652701994,424.2730595,182.3068534
BN-0040,160,129,7148,4/21/19,148,5,2,100,4,1081.542009,29.67515983,0.760780825,76.07808253,0.41964379,141.9312708,99.81293934
BN-0070,168,280,7178,4/21/19,146,3,2,74,7,967.8253387,14.27163683,0.734574506,54.35851341,0.193916296,177.4696746,152.1418472
BN-0059,211,75,7167,4/21/19,133,0,1.125,54,5,1034.692837,26.06977261,0.754838247,40.76126535,0.279918433,30.07608178,22.23531565
BN-0031,233,178,7139,4/22/19,403,3,2.5,74,3,980.9939879,15.82213424,0.761973634,56.3860489,0.417096574,123.2739994,103.7694217
BN-0057,211,233,7165,4/22/19,467,0,2,100,4,1190.061053,5.902677921,0.68557515,68.55751495,0.204553486,127.9008999,120.3513217
BN-0073,220,212,7181,4/22/19,405,7,2,100,3,1255.778924,9.904011742,0.741140941,74.11409414,0.179091888,103.7004405,93.4299367
BN-0078,193,275,7186,4/22/19,454,5,2,45,5,1047.022692,16.29671748,0.752793163,33.87569235,0.378936409,78.99811455,66.12401501
BN-0071,69,85,7179,4/22/19,407,3,1.5,45,4,476.3192759,55.44030454,0.80340644,36.1532898,0.643115516,37.93926231,16.90561975
BN-0035,273,242,7143,4/22/19,325,2,1.125,45,3,1099.372089,11.83391113,0.712640984,32.06884429,0.209978069,14.19737844,12.51727329
BN-0090,125,293,7198,4/22/19,378,6,1.125,120,4,510.5757985,44.60478547,0.855965793,102.7158952,0.656836503,60.63190897,33.58717605
BN-0050,158,119,7158,4/22/19,454,0,1.125,120,4,772.9972194,16.17966032,0.843006911,101.1608293,0.605738651,59.71397302,50.05245502
BN-0009,158,256,7464,4/22/19,458,6,1.5,45,7,1393.958058,18.63571949,0.738686952,33.24091286,0.276525656,61.04527442,49.66904832
BN-0065,266,54,7173,4/22/19,380,4,1.125,100,3,766.2588806,28.07484025,0.822927752,82.29277517,0.508453464,36.43229739,26.2039881
BN-0020,170,62,7437,4/22/19,323,4,2.5,100,7,1277.481494,21.78310937,0.763634612,76.36346124,0.256112356,389.5491067,304.6931987
BN-0033,297,198,7141,4/22/19,330,0,2.5,54,7,928.7059149,5.701539426,0.708742285,38.27208339,0.19586898,195.2354654,184.1040384
BN-0008,275,214,7040,4/22/19,439,5,2,120,5,622.7138517,7.119602907,0.742398153,89.0877784,0.540347045,207.7526992,192.961532
BN-0015,141,72,7321,4/23/19,473,3,1.5,74,5,634.8312241,44.75125113,0.83031324,61.44317977,0.653971324,80.59809106,44.52943692
BN-0039,248,257,7147,4/23/19,349,7,1.5,45,4,1134.885056,9.657890097,0.745856972,33.56356374,0.210454757,35.22160379,31.81994001
BN-0041,91,91,7149,4/23/19,128,5,2.5,120,4,516.1496743,53.93995389,0.878389463,105.4067356,0.639195075,307.2606342,141.5243898
BN-0051,214,195,7159,4/23/19,234,2,2,120,7,621.7730462,18.03215752,0.823997371,98.87968451,0.646786015,322.822394,264.6105514
BN-0052,202,93,7160,4/23/19,278,2,2.5,100,4,740.1751907,28.66881942,0.780784839,78.07848387,0.425432555,227.5987805,162.3488971
BN-0056,236,99,7164,4/23/19,149,6,1.5,120,7,1137.599389,28.69756848,0.738584053,88.63008638,0.413506777,162.7647221,116.0552045
BN-0067,50,103,7175,4/23/19,472,0,2.5,45,5,128.1343791,50.63632424,0.931611051,41.9224973,0.927784741,152.7550995,75.40553202
BN-0084,298,121,7192,4/23/19,430,3,2.5,120,4,612.0721405,11.70623441,0.726580102,87.18961225,0.413997776,254.1577197,224.4054213
BN-0027,205,293,7221,4/24/19,273,0,1.5,100,5,1024.785961,21.88586644,0.730774509,73.07745091,0.373182817,95.85934623,74.87969774
BN-0021,268,253,7225,4/24/19,168,6,1.5,74,7,807.7865054,12.0310061,0.704142312,52.10653112,0.176674556,95.69103907,84.17844432
BN-0010,144,208,7285,4/24/19,114,0,2,45,7,730.0559159,42.35271845,0.795705423,35.80674404,0.613550089,116.901858,67.39074322
BN-0068,110,259,7176,4/24/19,335,5,1.125,120,7,415.610978,41.35934232,0.878192711,105.3831253,0.604911673,108.8610978,63.83686371
BN-0041,91,91,7149,4/24/19,129,5,2.5,120,4,550.0162075,50.26136547,0.835555424,100.2666508,0.635146802,292.2772872,145.3747317
BN-0058,143,188,7166,4/24/19,113,1,2,100,4,362.9487879,41.45765645,0.927127416,92.71274155,0.904872813,172.9648906,101.2577005
BN-0012,60,114,7024,4/24/19,248,0,1.5,100,5,408.6862401,56.06895313,0.808950146,80.8950146,0.622466537,106.1140354,46.61700663
BN-0055,122,62,7163,4/24/19,289,6,1.125,100,5,449.1769845,52.35681145,0.841506115,84.15061147,0.661685747,62.09131759,29.58228351
BN-0067,50,103,7175,4/24/19,473,0,2.5,45,5,184.2335648,69.65160819,0.929148053,41.81166237,0.987960247,152.3512447,46.23615267
BN-0056,236,99,7164,4/24/19,150,6,1.5,120,7,768.70945,11.55000436,0.785583891,94.27006695,0.522166587,173.1222645,153.1266354
BN-0080,139,96,7188,4/24/19,324,3,1.5,120,5,257.0687492,59.32176365,0.916733366,110.0080039,0.96081327,144.3029991,58.69991503
BN-0018,118,140,7003,4/24/19,457,5,1.5,100,7,430.463781,59.9884784,0.79693903,79.69390301,0.672473562,146.3538682,58.55840959
BN-0006,65,233,7281,4/24/19,435,2,2,74,3,1097.3163,42.98730394,0.84990313,62.89283165,0.519731682,87.99965005,50.17097302
BN-0065,266,54,7173,4/25/19,383,4,1.125,100,3,763.197685,28.79196621,0.805269135,80.52691346,0.501538177,35.65052282,25.38603634
BN-0076,251,239,7184,4/25/19,389,1,1.5,120,7,556.3605481,19.61175973,0.825485514,99.05826171,0.527667269,181.9155447,146.2387052
BN-0034,179,120,7142,4/25/19,157,3,2,54,4,908.9383484,22.90441432,0.743459462,40.14681094,0.382924757,74.89789048,57.74296733
BN-0033,297,198,7141,4/25/19,333,0,2.5,54,7,505.7227088,5.590999527,0.723252636,39.05564235,0.577662842,199.2325955,188.093502
BN-0035,273,242,7143,4/25/19,328,2,1.125,45,3,658.5001817,14.24060291,0.797565037,35.89042668,0.349334534,15.88925268,13.6265273
BN-0048,170,298,7156,4/25/19,213,1,1.125,74,4,1061.816186,18.12305017,0.743555905,55.02313696,0.421253099,32.47946996,26.59319932
BN-0083,201,233,7191,4/25/19,180,4,2.5,74,4,1302.359274,16.56365407,0.761351318,56.3399975,0.329814061,164.2310927,137.0284226
BN-0028,141,194,7270,4/25/19,147,2,2,120,5,867.5302381,40.89170793,0.798713168,95.84558011,0.347900374,223.5118928,132.1140624
BN-0013,261,258,7303,4/25/19,315,0,1.125,54,5,1207.788044,21.01461705,0.731432256,39.49734183,0.290051043,29.14348396,23.01909241
BN-0015,141,72,7321,4/25/19,475,3,1.5,74,5,671.8733804,40.03228241,0.795944512,58.89989389,0.606499095,77.26193581,46.33221947
BN-0008,275,214,7040,4/25/19,442,5,2,120,5,1287.078218,8.251643083,0.6808122,81.69746398,0.192019562,190.518486,174.7975805
BN-0075,220,89,7183,4/25/19,434,3,2,54,5,719.8359858,20.59773115,0.775244638,41.86321048,0.718199169,97.62500683,77.51647039
BN-0066,137,176,7174,4/25/19,146,7,1.5,45,7,402.8391236,56.82745738,0.8349705,37.57367249,0.629718238,69.00217085,29.78999162
BN-0061,270,224,7169,4/26/19,124,5,2.5,74,5,1260.854858,7.912736946,0.744850664,55.11894913,0.157036499,200.8396709,184.9477561
BN-0043,101,85,7151,4/26/19,232,5,1.125,74,3,266.1590404,51.46813979,0.923914288,68.36965729,0.901952501,30.26831556,14.6897766
BN-0026,257,181,7161,4/26/19,289,2,1.125,120,4,1372.594871,11.59836865,0.713358697,85.60304366,0.178914338,50.53040664,44.6697038
BN-0079,173,217,7187,4/26/19,430,1,2.5,45,4,1086.37129,12.83401541,0.706518086,31.79331386,0.235940185,92.67750991,80.78326401
BN-0039,248,257,7147,4/26/19,352,7,1.5,45,4,847.2329246,15.78760999,0.73768346,33.1957557,0.396194054,34.83562604,29.33591326
BN-0014,224,279,7212,4/26/19,478,3,1.5,74,7,1012.366784,10.20802878,0.691819833,51.19466762,0.199736309,94.01644735,84.41922135
BN-0024,292,51,7221,4/26/19,362,7,2,45,7,1183.780571,26.02269656,0.72708052,32.71862341,0.369847485,106.8197617,79.02237925
BN-0090,125,293,7198,4/26/19,382,6,1.125,120,4,407.1251171,44.99563657,0.878712401,105.4454882,0.640396244,62.2431536,34.23645042
BN-0029,283,169,7137,4/26/19,156,0,1.5,120,3,1069.071698,23.85825491,0.725393602,87.04723225,0.281699613,68.51052414,52.16510865
BN-0063,203,293,7171,4/26/19,364,4,2,54,4,1063.140633,5.54625445,0.687444159,37.1219846,0.234507015,69.25477447,65.41372846
BN-0071,69,85,7179,4/26/19,411,3,1.5,45,4,414.3997994,53.30805123,0.794918686,35.77134088,0.660683145,37.53844512,17.52743156
BN-0038,246,147,7146,4/26/19,129,2,2,100,7,671.1475224,19.4801278,0.779761355,77.97613549,0.712992019,254.5764872,204.9846621
BN-0057,211,233,7165,4/26/19,471,0,2,100,4,1206.620016,18.96506524,0.783708169,78.3708169,0.377073804,146.208596,118.4800404
BN-0097,87,113,7205,4/27/19,478,6,1.125,120,7,606.4028587,42.46878162,0.829928063,99.5913676,0.674666361,102.878194,59.18707846
BN-0098,152,97,7206,4/27/19,420,2,2.5,100,7,989.3980229,17.41198186,0.767603416,76.76034163,0.300224698,391.5736927,323.3929524
BN-0050,158,119,7158,4/27/19,459,0,1.125,120,4,716.7672181,18.93269401,0.789769027,94.77228321,0.481618516,55.94289412,45.35139716
BN-0003,85,180,7356,4/27/19,330,3,1.5,74,4,561.9054459,44.39370288,0.867910771,64.22539703,0.630305843,67.39813164,37.47760533
BN-0044,92,206,7152,4/27/19,392,3,2,100,3,520.8228861,46.23260874,0.820642028,82.06420277,0.620103905,114.8242325,61.73799435
BN-0046,218,107,7154,4/27/19,148,2,2,54,5,963.9938791,28.33850202,0.722340815,39.00640402,0.33064542,90.96293417,65.18540123
BN-0091,142,233,7199,4/27/19,467,4,1.125,100,7,493.1898602,45.02936443,0.801554116,80.15541159,0.600095048,82.80079066,45.51612088
BN-0017,63,194,7166,4/27/19,393,0,1.5,45,5,682.4392726,48.62287383,0.850443668,38.26996505,0.660230812,50.20062666,25.7916393
BN-0087,171,92,7195,4/27/19,307,3,1.125,74,7,1184.713473,17.12108171,0.742508936,54.94566125,0.365042693,56.75903978,47.0412782
BN-0001,102,108,7012,4/27/19,304,6,2.5,100,7,307.5142181,59.39076532,0.86423426,86.42342598,0.938341158,440.8675018,179.0329184
BN-0082,218,199,7190,4/27/19,165,5,1.125,74,4,1356.91676,9.370447282,0.686238269,50.78163191,0.235285905,29.97576255,27.16689952
BN-0095,122,290,7203,4/27/19,393,5,2.5,45,5,773.9821945,42.38539218,0.858623833,38.63807247,0.613802222,140.7874766,81.1141525
BN-0069,58,136,7177,4/27/19,294,0,2.5,45,5,412.0964472,52.49294242,0.805549714,36.24973713,0.601789501,132.0849797,62.74968736
BN-0004,60,285,7079,4/28/19,176,4,1.125,54,3,333.7595341,44.29027746,0.936849721,50.58988493,0.901776322,22.39693252,12.47726896
BN-0009,158,256,7464,4/28/19,464,6,1.5,45,7,1126.459809,22.98475189,0.761503318,34.26764931,0.258964398,62.93082457,48.46633068
BN-0002,225,245,7072,4/28/19,242,2,1.5,100,4,1445.04831,10.66167823,0.746748518,74.67485177,0.232655637,78.36378945,70.00889437
BN-0045,258,199,7153,4/28/19,303,1,2,54,7,1362.46327,10.87308874,0.683901844,36.93069957,0.194262836,120.5713479,107.4615182
BN-0030,156,91,7138,4/28/19,449,2,2,120,5,984.0402836,23.34361885,0.783288504,93.99462042,0.439119784,219.1954548,168.0273033
BN-0070,168,280,7178,4/28/19,153,3,2,74,7,1472.830817,14.53517301,0.734388021,54.34471352,0.188441862,177.4246207,151.6356451
BN-0036,233,60,7144,4/28/19,344,6,1.5,100,5,996.8346846,14.42622187,0.681629002,68.1629002,0.222927202,89.41268433,76.51381211
BN-0086,103,112,7194,4/28/19,227,0,1.5,100,3,390.5230144,58.76643064,0.915274771,91.52747706,0.96718635,72.03670082,29.703303
BN-0094,202,181,7202,4/28/19,326,3,2.5,120,3,1107.924472,19.69205994,0.736626324,88.39515892,0.349196514,193.2539162,155.1982392
BN-0088,103,220,7196,4/28/19,399,4,1.5,100,3,418.3271399,40.5222504,0.825056437,82.50564366,0.628430893,64.93606684,38.62251124
